id_order,id_user,id_tech,id_service,tgl_kunjungan,status_order,biaya_kunjungan,harga_barang,biaya_jasa,total_biaya,foto_kerusakan,foto_nota,rating_nilai,rating_komentar
2435,1,4,1,2026-01-04 09:30:36,Selesai,50000,110000,150000,260000,"https://picsum.photos/seed/krs0.5633759243250919/300/200","https://picsum.photos/seed/nt0.6691702557773691/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2436,1,4,5,2026-03-27 10:59:07,Selesai,50000,110000,230000,340000,"https://picsum.photos/seed/krs0.7202062147675602/300/200","https://picsum.photos/seed/nt0.5372642190973455/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2437,6,7,6,2026-04-12 22:09:34,Selesai,50000,350000,220000,570000,"https://picsum.photos/seed/krs0.6669182811735791/300/200","https://picsum.photos/seed/nt0.6152784838928929/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2438,6,4,3,2026-04-07 07:39:47,Selesai,50000,240000,180000,420000,"https://picsum.photos/seed/krs0.2731734209758314/300/200","https://picsum.photos/seed/nt0.13434874307007394/300/200",5,"Lumayan, AC sudah dingin kembali."
2439,1,6,2,2025-08-16 02:34:38,Selesai,50000,280000,120000,400000,"https://picsum.photos/seed/krs0.040624058072251/300/200","https://picsum.photos/seed/nt0.5815181870254958/300/200",5,"Lumayan, AC sudah dingin kembali."
2440,6,3,7,2025-06-15 08:30:13,Selesai,50000,320000,170000,490000,"https://picsum.photos/seed/krs0.4495354193313358/300/200","https://picsum.photos/seed/nt0.15007022480360088/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2441,6,6,4,2026-01-17 13:47:02,Selesai,50000,450000,230000,680000,"https://picsum.photos/seed/krs0.7523563416885518/300/200","https://picsum.photos/seed/nt0.9153965859537334/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2442,6,3,3,2025-05-31 05:55:30,Selesai,50000,270000,60000,330000,"https://picsum.photos/seed/krs0.9673062325021838/300/200","https://picsum.photos/seed/nt0.7262658966181474/300/200",5,"Sangat profesional dan cepat tanggap."
2443,1,2,3,2025-09-22 13:20:01,Selesai,50000,370000,140000,510000,"https://picsum.photos/seed/krs0.7930435156855641/300/200","https://picsum.photos/seed/nt0.58058694618466/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2444,1,7,4,2025-11-24 01:35:11,Selesai,50000,400000,230000,630000,"https://picsum.photos/seed/krs0.07271739208933925/300/200","https://picsum.photos/seed/nt0.424769609428025/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2445,6,4,3,2026-03-10 15:42:56,Selesai,50000,150000,240000,390000,"https://picsum.photos/seed/krs0.9816203908195007/300/200","https://picsum.photos/seed/nt0.10146649672608143/300/200",4,"Harga sesuai dengan kualitas. Sangat memuaskan."
2446,1,5,1,2026-01-02 08:38:42,Selesai,50000,260000,140000,400000,"https://picsum.photos/seed/krs0.5821143677638948/300/200","https://picsum.photos/seed/nt0.46019395549491016/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2447,6,1,2,2025-09-13 08:41:55,Selesai,50000,180000,220000,400000,"https://picsum.photos/seed/krs0.09052193212885062/300/200","https://picsum.photos/seed/nt0.5907780676750229/300/200",4,"Pekerjaan sangat rapi dan teknisi ramah."
2448,1,2,6,2025-01-29 15:52:55,Selesai,50000,90000,100000,190000,"https://picsum.photos/seed/krs0.19308288417756192/300/200","https://picsum.photos/seed/nt0.6483926977308107/300/200",4,"Sangat profesional dan cepat tanggap."
2449,1,2,7,2025-08-15 17:15:03,Selesai,50000,340000,230000,570000,"https://picsum.photos/seed/krs0.594971819664769/300/200","https://picsum.photos/seed/nt0.4945987705775251/300/200",4,"Luar biasa, sparepart diganti dengan yang ori."
2450,6,7,3,2025-01-12 14:50:42,Selesai,50000,20000,120000,140000,"https://picsum.photos/seed/krs0.5597535117602193/300/200","https://picsum.photos/seed/nt0.4097719577272335/300/200",5,"Sangat profesional dan cepat tanggap."
2451,1,3,2,2025-08-09 12:35:53,Selesai,50000,310000,190000,500000,"https://picsum.photos/seed/krs0.8002024938953518/300/200","https://picsum.photos/seed/nt0.502642826154977/300/200",4,"Kerja cepat dan bersih."
2452,1,3,7,2026-01-15 13:36:46,Selesai,50000,180000,150000,330000,"https://picsum.photos/seed/krs0.8816943639217223/300/200","https://picsum.photos/seed/nt0.18404199157178136/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2453,6,7,5,2026-02-01 01:52:54,Selesai,50000,10000,160000,170000,"https://picsum.photos/seed/krs0.29025882565820793/300/200","https://picsum.photos/seed/nt0.45224314340769267/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2454,1,3,6,2025-04-26 06:32:38,Selesai,50000,440000,170000,610000,"https://picsum.photos/seed/krs0.0027441518685330513/300/200","https://picsum.photos/seed/nt0.15136103071639861/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
2455,1,6,8,2025-06-24 04:09:54,Selesai,50000,420000,130000,550000,"https://picsum.photos/seed/krs0.7356819574979759/300/200","https://picsum.photos/seed/nt0.9980342774832506/300/200",4,"Pekerjaan sangat rapi dan teknisi ramah."
2456,6,1,8,2025-03-24 05:55:30,Selesai,50000,160000,60000,220000,"https://picsum.photos/seed/krs0.719493674788025/300/200","https://picsum.photos/seed/nt0.03191628042820627/300/200",5,"Lumayan, AC sudah dingin kembali."
2457,6,3,8,2026-01-16 17:10:09,Selesai,50000,110000,220000,330000,"https://picsum.photos/seed/krs0.8133117735934409/300/200","https://picsum.photos/seed/nt0.3040432557064041/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2458,6,4,5,2025-01-06 14:22:23,Selesai,50000,100000,130000,230000,"https://picsum.photos/seed/krs0.37716497924898784/300/200","https://picsum.photos/seed/nt0.2445306697969425/300/200",5,"Sangat profesional dan cepat tanggap."
2459,6,2,4,2026-03-14 02:17:03,Selesai,50000,370000,50000,420000,"https://picsum.photos/seed/krs0.7452468936552031/300/200","https://picsum.photos/seed/nt0.21109905794749861/300/200",4,"Sangat profesional dan cepat tanggap."
2460,6,6,4,2025-09-22 15:33:48,Selesai,50000,290000,230000,520000,"https://picsum.photos/seed/krs0.7877879712540944/300/200","https://picsum.photos/seed/nt0.5329237127916936/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2461,6,5,7,2026-02-08 01:00:55,Selesai,50000,250000,80000,330000,"https://picsum.photos/seed/krs0.8675218915045142/300/200","https://picsum.photos/seed/nt0.9248487220209042/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2462,1,3,3,2025-05-18 04:58:43,Selesai,50000,210000,210000,420000,"https://picsum.photos/seed/krs0.6805882251054087/300/200","https://picsum.photos/seed/nt0.8597244839331212/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2463,6,1,1,2025-07-28 00:32:20,Selesai,50000,220000,150000,370000,"https://picsum.photos/seed/krs0.7075224162146596/300/200","https://picsum.photos/seed/nt0.4829356784828599/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2464,1,2,3,2025-01-16 05:34:41,Selesai,50000,360000,50000,410000,"https://picsum.photos/seed/krs0.34557303240559234/300/200","https://picsum.photos/seed/nt0.6191002646717448/300/200",5,"Sangat profesional dan cepat tanggap."
2465,1,1,4,2025-01-20 01:22:36,Selesai,50000,210000,170000,380000,"https://picsum.photos/seed/krs0.649369531778875/300/200","https://picsum.photos/seed/nt0.19501040371876543/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2466,1,3,6,2026-03-26 22:13:50,Selesai,50000,20000,60000,80000,"https://picsum.photos/seed/krs0.7751479637932592/300/200","https://picsum.photos/seed/nt0.789648131527122/300/200",4,"Sangat profesional dan cepat tanggap."
2467,1,2,7,2025-05-09 09:36:20,Selesai,50000,310000,50000,360000,"https://picsum.photos/seed/krs0.2533679136286088/300/200","https://picsum.photos/seed/nt0.6538673295226638/300/200",4,"Harga sesuai dengan kualitas. Sangat memuaskan."
2468,1,6,7,2026-04-13 05:26:11,Selesai,50000,70000,180000,250000,"https://picsum.photos/seed/krs0.1956030402600778/300/200","https://picsum.photos/seed/nt0.5141831735666523/300/200",5,"Sangat profesional dan cepat tanggap."
2469,6,6,4,2025-06-22 11:50:54,Selesai,50000,370000,140000,510000,"https://picsum.photos/seed/krs0.5160571633937424/300/200","https://picsum.photos/seed/nt0.8128284717130814/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2470,1,1,4,2025-05-12 08:07:16,Selesai,50000,120000,200000,320000,"https://picsum.photos/seed/krs0.06057191317380839/300/200","https://picsum.photos/seed/nt0.45658849266964374/300/200",5,"Lumayan, AC sudah dingin kembali."
2471,1,7,3,2025-05-18 17:31:03,Selesai,50000,220000,190000,410000,"https://picsum.photos/seed/krs0.1251184426665256/300/200","https://picsum.photos/seed/nt0.20867096958334497/300/200",5,"Kerja cepat dan bersih."
2472,1,7,1,2025-02-28 10:38:56,Selesai,50000,40000,60000,100000,"https://picsum.photos/seed/krs0.2194037594328303/300/200","https://picsum.photos/seed/nt0.2664030694835028/300/200",4,"Lumayan, AC sudah dingin kembali."
2473,6,7,8,2025-12-14 20:31:15,Selesai,50000,360000,110000,470000,"https://picsum.photos/seed/krs0.036614764672881384/300/200","https://picsum.photos/seed/nt0.353216541556692/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2474,1,7,1,2026-05-23 00:21:58,Selesai,50000,190000,140000,330000,"https://picsum.photos/seed/krs0.7276625053878819/300/200","https://picsum.photos/seed/nt0.4126072708378652/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
2475,6,5,1,2026-03-28 02:52:27,Selesai,50000,10000,220000,230000,"https://picsum.photos/seed/krs0.24945595011356858/300/200","https://picsum.photos/seed/nt0.18416838451395234/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
2476,6,5,4,2025-08-17 21:48:19,Selesai,50000,350000,140000,490000,"https://picsum.photos/seed/krs0.15679104209649908/300/200","https://picsum.photos/seed/nt0.5639040122931311/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2477,1,5,4,2025-11-18 19:31:56,Selesai,50000,120000,120000,240000,"https://picsum.photos/seed/krs0.9853544553544874/300/200","https://picsum.photos/seed/nt0.38123950166659415/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2478,1,3,8,2025-11-10 06:19:09,Selesai,50000,210000,170000,380000,"https://picsum.photos/seed/krs0.44686064769868894/300/200","https://picsum.photos/seed/nt0.9047011833079182/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2479,1,5,1,2025-04-10 10:17:30,Selesai,50000,340000,170000,510000,"https://picsum.photos/seed/krs0.24358468782757003/300/200","https://picsum.photos/seed/nt0.8661246646322254/300/200",5,"Sangat profesional dan cepat tanggap."
2480,1,7,7,2026-05-18 23:27:17,Selesai,50000,20000,110000,130000,"https://picsum.photos/seed/krs0.32157876175997235/300/200","https://picsum.photos/seed/nt0.5680674316269763/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2481,6,3,4,2025-07-09 11:02:32,Selesai,50000,300000,180000,480000,"https://picsum.photos/seed/krs0.721976025212602/300/200","https://picsum.photos/seed/nt0.313831902385182/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2482,1,6,1,2025-03-20 16:35:44,Selesai,50000,150000,190000,340000,"https://picsum.photos/seed/krs0.23094064432198802/300/200","https://picsum.photos/seed/nt0.27637493325684226/300/200",5,"Lumayan, AC sudah dingin kembali."
2483,6,2,4,2025-07-19 07:52:37,Selesai,50000,400000,240000,640000,"https://picsum.photos/seed/krs0.46888098860606/300/200","https://picsum.photos/seed/nt0.6476862582868669/300/200",5,"Kerja cepat dan bersih."
2484,1,2,2,2025-05-23 03:28:22,Selesai,50000,140000,210000,350000,"https://picsum.photos/seed/krs0.5706757765164068/300/200","https://picsum.photos/seed/nt0.1880511355865575/300/200",4,"Kerja cepat dan bersih."
2485,1,2,3,2025-01-18 11:24:24,Selesai,50000,270000,190000,460000,"https://picsum.photos/seed/krs0.9384922173495265/300/200","https://picsum.photos/seed/nt0.11156914745386837/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2486,6,1,4,2025-04-17 01:02:16,Selesai,50000,150000,120000,270000,"https://picsum.photos/seed/krs0.9042146193968909/300/200","https://picsum.photos/seed/nt0.9248399202280447/300/200",5,"Lumayan, AC sudah dingin kembali."
2487,1,6,3,2026-04-06 18:47:19,Selesai,50000,280000,230000,510000,"https://picsum.photos/seed/krs0.5194867214690595/300/200","https://picsum.photos/seed/nt0.8292152661968624/300/200",5,"Lumayan, AC sudah dingin kembali."
2488,1,6,4,2026-03-12 21:24:37,Selesai,50000,430000,190000,620000,"https://picsum.photos/seed/krs0.35186292729279023/300/200","https://picsum.photos/seed/nt0.6186750322780039/300/200",5,"Lumayan, AC sudah dingin kembali."
2489,1,6,2,2025-01-20 20:48:14,Selesai,50000,290000,180000,470000,"https://picsum.photos/seed/krs0.3949102329029991/300/200","https://picsum.photos/seed/nt0.957132014205422/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2490,6,6,3,2025-09-16 12:46:28,Selesai,50000,150000,220000,370000,"https://picsum.photos/seed/krs0.12838498679516086/300/200","https://picsum.photos/seed/nt0.1845075726113985/300/200",5,"Sangat profesional dan cepat tanggap."
2491,1,4,2,2025-10-01 15:11:34,Selesai,50000,190000,220000,410000,"https://picsum.photos/seed/krs0.2893467182013939/300/200","https://picsum.photos/seed/nt0.1007116910832263/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2492,6,5,6,2025-01-14 21:43:20,Selesai,50000,380000,50000,430000,"https://picsum.photos/seed/krs0.5755098304241558/300/200","https://picsum.photos/seed/nt0.2073107074016044/300/200",4,"Kerja cepat dan bersih."
2493,6,2,8,2025-08-04 09:42:41,Selesai,50000,470000,210000,680000,"https://picsum.photos/seed/krs0.5037369443100211/300/200","https://picsum.photos/seed/nt0.7918409021280908/300/200",5,"Sangat profesional dan cepat tanggap."
2494,1,1,3,2025-07-12 07:07:57,Selesai,50000,440000,230000,670000,"https://picsum.photos/seed/krs0.058849630867348846/300/200","https://picsum.photos/seed/nt0.1908720627787278/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2495,1,1,7,2025-02-17 04:40:53,Selesai,50000,330000,90000,420000,"https://picsum.photos/seed/krs0.6603514673838071/300/200","https://picsum.photos/seed/nt0.596425768873035/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2496,6,5,8,2025-05-05 19:37:24,Selesai,50000,280000,160000,440000,"https://picsum.photos/seed/krs0.6401268222965298/300/200","https://picsum.photos/seed/nt0.6579036762894862/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2497,6,5,6,2025-03-01 14:31:49,Selesai,50000,80000,200000,280000,"https://picsum.photos/seed/krs0.792078246077756/300/200","https://picsum.photos/seed/nt0.7574347568534076/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2498,6,6,6,2025-06-11 00:23:04,Selesai,50000,410000,190000,600000,"https://picsum.photos/seed/krs0.27448286562010227/300/200","https://picsum.photos/seed/nt0.3132394572303935/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2499,6,2,4,2026-05-28 03:46:39,Selesai,50000,150000,120000,270000,"https://picsum.photos/seed/krs0.4297183756110192/300/200","https://picsum.photos/seed/nt0.6948719054604011/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2500,6,1,8,2026-05-29 07:26:31,Selesai,50000,410000,200000,610000,"https://picsum.photos/seed/krs0.9492448699850842/300/200","https://picsum.photos/seed/nt0.0336290173042727/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2501,1,2,4,2026-04-30 19:36:05,Selesai,50000,410000,200000,610000,"https://picsum.photos/seed/krs0.5967545690969597/300/200","https://picsum.photos/seed/nt0.8971509256818122/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2502,6,3,8,2025-03-13 14:42:09,Selesai,50000,50000,180000,230000,"https://picsum.photos/seed/krs0.1456198383921673/300/200","https://picsum.photos/seed/nt0.6775869350138796/300/200",5,"Sangat profesional dan cepat tanggap."
2503,6,1,3,2025-04-01 01:32:07,Selesai,50000,370000,160000,530000,"https://picsum.photos/seed/krs0.7490821977687511/300/200","https://picsum.photos/seed/nt0.8531583477379947/300/200",5,"Lumayan, AC sudah dingin kembali."
2504,1,4,2,2025-06-06 15:37:21,Selesai,50000,300000,90000,390000,"https://picsum.photos/seed/krs0.44696210274816495/300/200","https://picsum.photos/seed/nt0.8770375764299065/300/200",5,"Kerja cepat dan bersih."
2505,1,3,2,2025-04-30 04:30:00,Selesai,50000,180000,60000,240000,"https://picsum.photos/seed/krs0.9773922116699493/300/200","https://picsum.photos/seed/nt0.5203516939164907/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2506,6,7,4,2025-10-23 04:14:14,Selesai,50000,20000,130000,150000,"https://picsum.photos/seed/krs0.789072568078887/300/200","https://picsum.photos/seed/nt0.45102829759881824/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2507,6,2,4,2025-06-20 12:14:36,Selesai,50000,320000,230000,550000,"https://picsum.photos/seed/krs0.05912113355295201/300/200","https://picsum.photos/seed/nt0.17268389903971337/300/200",5,"Sangat profesional dan cepat tanggap."
2508,6,3,2,2025-07-25 21:44:10,Selesai,50000,40000,180000,220000,"https://picsum.photos/seed/krs0.9821712963135868/300/200","https://picsum.photos/seed/nt0.2506300727969365/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2509,6,4,1,2025-11-29 02:21:02,Selesai,50000,140000,180000,320000,"https://picsum.photos/seed/krs0.20923415095862552/300/200","https://picsum.photos/seed/nt0.8698755176857423/300/200",4,"Harga sesuai dengan kualitas. Sangat memuaskan."
2510,1,4,7,2025-10-20 04:08:22,Selesai,50000,10000,100000,110000,"https://picsum.photos/seed/krs0.1327698281559736/300/200","https://picsum.photos/seed/nt0.729414264905319/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2511,6,3,2,2025-05-07 10:11:23,Selesai,50000,440000,90000,530000,"https://picsum.photos/seed/krs0.48695218283500596/300/200","https://picsum.photos/seed/nt0.6065472556434478/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2512,1,3,4,2025-02-02 14:50:41,Selesai,50000,150000,110000,260000,"https://picsum.photos/seed/krs0.38818946947316/300/200","https://picsum.photos/seed/nt0.9588964188837216/300/200",5,"Sangat profesional dan cepat tanggap."
2513,6,5,6,2025-02-08 20:43:19,Selesai,50000,330000,150000,480000,"https://picsum.photos/seed/krs0.6467182177999106/300/200","https://picsum.photos/seed/nt0.2787499963375287/300/200",5,"Lumayan, AC sudah dingin kembali."
2514,1,6,3,2025-08-06 05:50:06,Selesai,50000,300000,240000,540000,"https://picsum.photos/seed/krs0.24938382535576653/300/200","https://picsum.photos/seed/nt0.6850102109921256/300/200",5,"Sangat profesional dan cepat tanggap."
2515,6,1,7,2025-01-28 09:20:25,Selesai,50000,430000,80000,510000,"https://picsum.photos/seed/krs0.2772543974908298/300/200","https://picsum.photos/seed/nt0.07005893941390207/300/200",5,"Sangat profesional dan cepat tanggap."
2516,6,1,6,2025-07-12 13:02:21,Selesai,50000,20000,110000,130000,"https://picsum.photos/seed/krs0.16556621832527174/300/200","https://picsum.photos/seed/nt0.24320833518072704/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
2517,6,6,4,2025-05-08 16:26:58,Selesai,50000,150000,120000,270000,"https://picsum.photos/seed/krs0.3599976461051676/300/200","https://picsum.photos/seed/nt0.41429827164636923/300/200",5,"Kerja cepat dan bersih."
2518,1,7,8,2025-01-31 10:22:06,Selesai,50000,300000,160000,460000,"https://picsum.photos/seed/krs0.052137026793354635/300/200","https://picsum.photos/seed/nt0.232715061111876/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2519,1,3,6,2025-10-25 22:40:36,Selesai,50000,240000,180000,420000,"https://picsum.photos/seed/krs0.36144175825428604/300/200","https://picsum.photos/seed/nt0.5040452686067394/300/200",5,"Kerja cepat dan bersih."
2520,6,2,2,2025-05-19 23:40:27,Selesai,50000,160000,210000,370000,"https://picsum.photos/seed/krs0.16667379348975186/300/200","https://picsum.photos/seed/nt0.48152173712448276/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2521,6,1,5,2026-04-29 02:07:07,Selesai,50000,60000,160000,220000,"https://picsum.photos/seed/krs0.40952556183633027/300/200","https://picsum.photos/seed/nt0.8901675682265869/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2522,1,3,6,2025-05-25 04:16:30,Selesai,50000,190000,120000,310000,"https://picsum.photos/seed/krs0.23761648242553524/300/200","https://picsum.photos/seed/nt0.8979645211897231/300/200",5,"Lumayan, AC sudah dingin kembali."
2523,1,4,5,2025-09-22 10:01:34,Selesai,50000,50000,170000,220000,"https://picsum.photos/seed/krs0.7043780690239516/300/200","https://picsum.photos/seed/nt0.9160086777719464/300/200",5,"Sangat profesional dan cepat tanggap."
2524,6,5,8,2025-06-09 02:17:46,Selesai,50000,480000,90000,570000,"https://picsum.photos/seed/krs0.3412607176591871/300/200","https://picsum.photos/seed/nt0.032709948103959885/300/200",5,"Sangat profesional dan cepat tanggap."
2525,6,6,1,2025-09-21 23:47:58,Selesai,50000,470000,100000,570000,"https://picsum.photos/seed/krs0.9520361472886569/300/200","https://picsum.photos/seed/nt0.13649095919061704/300/200",4,"Kerja cepat dan bersih."
2526,6,5,5,2025-08-08 01:08:28,Selesai,50000,470000,210000,680000,"https://picsum.photos/seed/krs0.7158411510728016/300/200","https://picsum.photos/seed/nt0.06533745479222675/300/200",5,"Kerja cepat dan bersih."
2527,6,2,8,2025-03-25 17:02:13,Selesai,50000,310000,120000,430000,"https://picsum.photos/seed/krs0.5335707078620242/300/200","https://picsum.photos/seed/nt0.20768175908075925/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
2528,1,2,2,2025-06-19 04:39:30,Selesai,50000,120000,210000,330000,"https://picsum.photos/seed/krs0.5657341159886516/300/200","https://picsum.photos/seed/nt0.6119308645640592/300/200",4,"Teknisi datang tepat waktu, masalah cepat selesai."
2529,6,1,8,2025-01-04 18:55:49,Selesai,50000,340000,210000,550000,"https://picsum.photos/seed/krs0.15788047205802136/300/200","https://picsum.photos/seed/nt0.7553785520007797/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
2530,6,6,5,2026-03-22 10:57:23,Selesai,50000,290000,170000,460000,"https://picsum.photos/seed/krs0.09335065374049467/300/200","https://picsum.photos/seed/nt0.3763395686917591/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
2531,6,7,6,2025-10-17 16:24:00,Selesai,50000,80000,210000,290000,"https://picsum.photos/seed/krs0.8179901914918256/300/200","https://picsum.photos/seed/nt0.6324382698735815/300/200",4,"Luar biasa, sparepart diganti dengan yang ori."
2532,1,7,2,2025-02-07 00:11:36,Selesai,50000,70000,220000,290000,"https://picsum.photos/seed/krs0.53976174827258/300/200","https://picsum.photos/seed/nt0.0899530948742312/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2533,6,4,5,2025-06-03 02:56:13,Selesai,50000,340000,200000,540000,"https://picsum.photos/seed/krs0.31361027403522734/300/200","https://picsum.photos/seed/nt0.9555522690699118/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2534,6,2,7,2026-02-20 12:40:01,Selesai,50000,390000,140000,530000,"https://picsum.photos/seed/krs0.851802588509533/300/200","https://picsum.photos/seed/nt0.15809434099952335/300/200",5,"Lumayan, AC sudah dingin kembali."
2535,6,6,7,2025-05-16 22:12:56,Selesai,50000,0,160000,160000,"https://picsum.photos/seed/krs0.4031102344652383/300/200","https://picsum.photos/seed/nt0.8519546246962519/300/200",4,"Luar biasa, sparepart diganti dengan yang ori."
2536,6,4,2,2025-10-05 00:47:03,Selesai,50000,420000,150000,570000,"https://picsum.photos/seed/krs0.582344257677928/300/200","https://picsum.photos/seed/nt0.24957923434668772/300/200",5,"Kerja cepat dan bersih."
2537,6,5,1,2025-01-24 23:59:43,Selesai,50000,300000,150000,450000,"https://picsum.photos/seed/krs0.4950131596255255/300/200","https://picsum.photos/seed/nt0.6831545931204656/300/200",5,"Luar biasa, sparepart diganti dengan yang ori."
2538,1,1,5,2025-08-23 05:04:46,Selesai,50000,130000,60000,190000,"https://picsum.photos/seed/krs0.15728417704344377/300/200","https://picsum.photos/seed/nt0.4450557631741592/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2539,6,2,1,2025-11-27 07:15:16,Selesai,50000,440000,190000,630000,"https://picsum.photos/seed/krs0.8737164764671621/300/200","https://picsum.photos/seed/nt0.754485622928675/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2540,6,6,5,2025-11-02 02:14:06,Selesai,50000,320000,130000,450000,"https://picsum.photos/seed/krs0.9522026939467049/300/200","https://picsum.photos/seed/nt0.17004050692219563/300/200",4,"Kerja cepat dan bersih."
2541,1,7,6,2025-01-23 02:42:35,Selesai,50000,370000,190000,560000,"https://picsum.photos/seed/krs0.8330976587206697/300/200","https://picsum.photos/seed/nt0.617330490078128/300/200",5,"Teknisi datang tepat waktu, masalah cepat selesai."
2542,1,5,4,2025-06-11 18:04:31,Selesai,50000,80000,220000,300000,"https://picsum.photos/seed/krs0.5211066696210928/300/200","https://picsum.photos/seed/nt0.7467874315755829/300/200",4,"Teknisi datang tepat waktu, masalah cepat selesai."
2543,1,7,6,2025-09-23 12:27:45,Selesai,50000,140000,60000,200000,"https://picsum.photos/seed/krs0.9813932367844937/300/200","https://picsum.photos/seed/nt0.1684860907407537/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2544,6,4,3,2025-06-18 15:43:36,Selesai,50000,390000,230000,620000,"https://picsum.photos/seed/krs0.5054518598110462/300/200","https://picsum.photos/seed/nt0.895744276069107/300/200",5,"Kerja cepat dan bersih."
2545,1,5,6,2025-08-27 15:16:26,Selesai,50000,20000,180000,200000,"https://picsum.photos/seed/krs0.7110817373710937/300/200","https://picsum.photos/seed/nt0.7765378433267079/300/200",5,"Kerja cepat dan bersih."
2546,1,5,2,2025-03-14 07:10:50,Selesai,50000,470000,130000,600000,"https://picsum.photos/seed/krs0.9631907410252015/300/200","https://picsum.photos/seed/nt0.9090819782134539/300/200",5,"Harga sesuai dengan kualitas. Sangat memuaskan."
2547,1,7,7,2025-07-15 18:17:43,Selesai,50000,170000,160000,330000,"https://picsum.photos/seed/krs0.6230934210246053/300/200","https://picsum.photos/seed/nt0.1518544782484701/300/200",5,"Pekerjaan sangat rapi dan teknisi ramah."
2548,6,1,6,2025-10-01 08:45:38,Selesai,50000,370000,120000,490000,"https://picsum.photos/seed/krs0.5621544706998505/300/200","https://picsum.photos/seed/nt0.6236231257144006/300/200",4,"Kerja cepat dan bersih."
2549,6,7,4,2025-06-27 08:56:47,Selesai,50000,400000,230000,630000,"https://picsum.photos/seed/krs0.9077501804666209/300/200","https://picsum.photos/seed/nt0.7624234789938966/300/200",4,"Lumayan, AC sudah dingin kembali."
2550,6,2,7,2026-01-17 21:25:05,Selesai,50000,210000,120000,330000,"https://picsum.photos/seed/krs0.09899066599255968/300/200","https://picsum.photos/seed/nt0.6796631007584135/300/200",4,"Kerja cepat dan bersih."
2551,6,6,1,2025-08-05 07:59:24,Selesai,50000,100000,60000,160000,"https://picsum.photos/seed/krs0.31144353493558663/300/200","https://picsum.photos/seed/nt0.49902645762305464/300/200",5,"Sedikit terlambat tapi hasil kerjanya bagus."
